,open,high,low,close,volume
2009-05-20,69.52,71.75,67.62,68.31,33408600.0
2009-05-21,67.87,69.39,66.58,67.04,19423488.0
2009-05-22,66.49,68.23,66.27,67.93,9119160.0
2009-05-25,68.27,68.27,66.51,67.43,10456560.0
2009-05-26,68.01,69.64,67.43,69.06,11653664.0
2009-05-27,69.7,71.26,69.44,70.87,9898848.0
2009-05-28,67.72,72.69,67.72,70.46,20866896.0
2009-05-29,70.89,72.06,70.28,71.62,13918392.0
2009-06-01,72.08,75.22,71.63,74.81,13187728.0
2009-06-02,75.85,76.21,74.21,75.35,10426160.0
2009-06-03,75.33,76.21,71.98,73.25,13714024.0
2009-06-04,78.09,78.78,76.47,77.85,10945016.0
2009-06-05,78.91,81.92,78.1,81.15,16594680.0
2009-06-08,81.1,83.68,80.82,83.21,11278384.0
2009-06-09,82.63,85.98,82.16,85.73,16875544.0
2009-06-10,85.5,87.79,84.21,86.4,17733368.0
2009-06-11,88.1,88.1,82.18,83.63,16257800.0
2009-06-12,84.11,84.78,81.82,82.56,9467072.0
2009-06-15,82.39,84.83,80.44,81.92,16612752.0
2009-06-16,81.58,82.87,80.48,82.38,9519696.0
2009-06-17,81.1,83.21,80.07,81.75,13470704.0
2009-06-18,80.82,84.16,80.51,82.43,12714408.0
2009-06-19,82.54,85.26,82.02,84.56,14974920.0
2009-06-22,85.03,85.46,83.49,84.37,9418608.0
2009-06-23,83.17,84.54,81.25,83.46,12632032.0
2009-06-24,83.61,84.78,82.26,83.95,10190424.0
2009-06-25,84.28,85.87,83.5,84.02,13230880.0
2009-06-26,85.26,87.89,83.83,87.27,12946176.0
2009-06-29,88.84,98.87,84.59,85.16,9795432.0
2009-06-30,85.74,85.93,83.98,84.85,8956848.0
2009-07-01,84.57,86.54,84.29,85.75,7992144.0
2009-07-02,85.55,86.17,84.31,85.82,8419040.0
2009-07-03,85.27,86.74,83.48,86.22,8891848.0
2009-07-06,86.45,86.9,83.6,84.12,13548688.0
2009-07-07,85.83,85.83,82.39,83.01,12685960.0
2009-07-08,82.59,83.02,80.72,81.51,9024592.0
2009-07-09,81.68,81.68,79.77,80.13,10921792.0
2009-07-10,81.2,84.53,79.53,82.21,24205400.0
2009-07-13,81.81,84.78,81.25,84.55,8249000.0
2009-07-14,84.54,86.93,83.64,86.54,11646872.0
2009-07-15,86.06,87.1,83.83,85.58,15574832.0
2009-07-16,85.98,86.82,84.4,85.74,9393272.0
2009-07-17,86.08,89.51,86.07,89.14,12571528.0
2009-07-20,89.32,95.24,89.32,94.16,20075736.0
2009-07-21,93.85,94.1,91.97,92.81,14524536.0
2009-07-22,92.81,94.33,90.4,91.7,15314264.0
2009-07-23,91.71,94.5,91.71,93.56,17288488.0
2009-07-24,93.62,96.34,93.62,95.7,14041208.0
2009-07-27,95.53,97.67,95.31,96.86,10443320.0
2009-07-28,96.25,97.37,93.95,95.39,14101128.0
2009-07-29,93.63,95.43,92.86,94.8,13927608.0
2009-07-30,94.87,96.58,94.87,96.2,22281496.0
2009-07-31,97.05,99.3,96.8,98.6,16582960.0
2009-08-03,98.59,99.99,97.83,99.18,14640824.0
2009-08-04,99.35,99.71,96.53,97.62,9584856.0
2009-08-05,98.38,100.64,98.38,100.24,10347128.0
2009-08-06,100.31,100.31,97.44,98.32,6832848.0
2009-08-07,98.3,98.3,96.73,97.42,9850600.0
2009-08-10,97.92,101.02,97.92,99.72,12412080.0
2009-08-11,99.3,100.78,98.37,99.57,9207256.0
2009-08-12,98.78,98.87,95.34,97.57,7314200.0
2009-08-13,97.97,99.53,97.28,98.58,11459720.0
2009-08-14,98.63,98.63,96.77,97.55,4906088.0
2009-08-17,96.73,96.73,94.16,94.69,10796904.0
2009-08-18,94.1,95.39,93.38,94.26,10879064.0
2009-08-19,94.81,94.81,92.42,93.21,7609192.0
2009-08-20,94.14,95.37,93.62,95.07,4696576.0
2009-08-21,95.29,97.68,94.1,97.11,9837224.0
2009-08-24,98.39,99.56,97.95,99.15,5919008.0
2009-08-25,97.98,100.54,97.2,100.07,8148232.0
2009-08-26,100.54,104.51,100.54,104.11,14303176.0
2009-08-27,104.11,105.27,103.2,104.69,13123784.0
2009-08-28,104.17,105.03,102.27,104.64,7292688.0
